# Entities with family relationships but no external identifiers
qid,english_label,english_description,fathers,mothers,children,spouses,has_p39_no_identifiers,has_p39_no_relatives
Q138257,,,Q139375;Q117163;Q139374;Q139349;Q117167;Q117159;Q117155;Q117169;Q117173;Q117165;Q117171;Q117175;Q139375;Q117163;Q139374;Q139349;Q117167;Q117159;Q117155;Q117169;Q117173;Q117165;Q117171;Q117175,Q117147;Q117149;Q117151;Q117147;Q117147;Q117149;Q117151;Q117147,Q114309;Q114309,Q117143;Q117143,No,No
Q138258,,,,,Q114309;Q114309,Q114311;Q114311,No,No
Q138259,,,Q122075;Q122071;Q121917;Q139376;Q114395;Q122073;Q122075;Q122071;Q121917;Q139376;Q114395;Q122073,Q122067;Q122069;Q117473;Q122067;Q122069;Q117473,Q137550;Q137550,Q117387;Q117387,No,No
Q138260,,,Q126978;Q126976;Q126980;Q126978;Q126976;Q126980,,Q137552;Q137552,,No,No
Q138263,,,Q139382;Q139383;Q139382;Q139383,Q139380;Q139351;Q139381;Q139351;Q141205;Q139380;Q139351;Q139381;Q139351;Q141205,Q137557;Q137557,Q2664;Q2664,No,No
Q138269,,,Q137558;Q120836;Q139341;Q120828;Q120832;Q137558;Q120836;Q139341;Q120828;Q120832,Q120822;Q120822;Q120824;Q120826;Q120824;Q120822;Q120822;Q120824;Q120826;Q120824,Q139214;Q139214,Q114201;Q114201,No,No
Q138299,,,Q116283;Q116287;Q116285;Q116283;Q116287;Q116285,Q138136;Q138136,Q118916;Q118916,Q120032;Q120032,No,No
Q138300,,,Q137587;Q137587,,,,No,No
Q138301,,,Q138153;Q119127;Q119129;Q138153;Q119127;Q119129,Q137596;Q137596,Q124183,,No,No
Q138302,,,Q113972;Q113964;Q113970;Q138166;Q116499;Q139190;Q113968;Q116501;Q113972;Q113964;Q113970;Q138166;Q116499;Q139190;Q113968;Q116501,Q113962;Q113962;Q113962;Q113962,,,No,No
Q138303,,,Q120107;Q139440;Q120107;Q139440,Q120103;Q125598;Q120103;Q120103;Q125598;Q120103,Q124044,Q118950,No,No
Q138304,,,Q119001;Q119003;Q139217;Q138173;Q118999;Q119001;Q119003;Q139217;Q138173;Q118999,Q138558;Q138558;Q138558;Q138558,Q137762;Q137762,Q115594;Q115594,No,No
Q138305,,,Q139473;Q139473,,Q137762;Q137762,Q115594;Q115594,No,No
Q138306,,,,,Q137762;Q137762,Q115594;Q115594,No,No
Q138312,,,Q113564;Q113564,,Q113562;Q113562,Q111465;Q111465,No,No
Q138313,,,Q115674;Q115672;Q139201;Q115674;Q115672;Q139201,Q138321;Q138321;Q138321;Q138321,Q113612;Q113612,Q137589;Q137589,No,No
Q138321,,,Q115674;Q115672;Q139201;Q115674;Q115672;Q139201,Q138313;Q138313;Q138313;Q138313,Q137612;Q137612,Q113568;Q113568,No,No
Q138322,,,Q116571;Q114181;Q139222;Q116571;Q114181;Q139222,Q116565;Q116565;Q116565;Q116565,Q137612;Q137612,Q113568;Q113568,No,No
Q138323,,,Q116433;Q119972;Q138324;Q119970;Q116433;Q119972;Q138324;Q119970,Q119962;Q119964;Q119966;Q119966;Q119962;Q119964;Q119966;Q119966,Q113864;Q113864,Q116214;Q116214,No,No
Q138324,,,,,Q138323;Q138323,Q119964;Q119964,No,No
Q138325,,,Q117057;Q139323;Q117061;Q117057;Q139323;Q117061,Q114281;Q114281,Q137619;Q137619,Q121097;Q121097,No,No
Q138547,,,Q108977;Q109103;Q108977;Q109103,Q109101;Q109101;Q109101;Q109101,Q109187;Q109187,,No,No
Q138548,,,Q111955;Q111955,,,,No,No
Q138549,,,Q113253;Q113253,,,,No,No
Q138556,,,Q138558;Q138154;Q116180;Q138557;Q116182;Q119886;Q138558;Q138154;Q116180;Q138557;Q116182;Q119886,Q137764;Q137764;Q137764;Q137764,Q119888;Q119888,Q119890;Q119890,No,No
Q138557,,,Q131565;Q119902;Q119902,Q139805;Q139805;Q139805;Q139805;Q139805,Q137764;Q137764,Q138556;Q138556,No,No
Q138558,,,Q119001;Q119003;Q139217;Q138173;Q118999;Q119001;Q119003;Q139217;Q138173;Q118999,Q138304;Q138304;Q138304;Q138304,Q137764;Q137764,Q138556;Q138556,No,No
Q138590,,,Q139854;Q139853;Q139854;Q139853,Q139852;Q139852,Q138589;Q138589,,No,No
Q138592,,,Q138295;Q113049;Q114993;Q138295;Q113049;Q114993,Q139435;Q114991;Q139435;Q114991,Q138591;Q138591;Q138591;Q138591,Q137793;Q137793;Q137793;Q137793,No,No
Q138606,,,Q121780;Q138607;Q121786;Q127760;Q121780;Q138607;Q121786;Q127760,Q121778;Q121778,Q139868;Q139868,Q139869;Q139869,No,No
Q138607,,,Q127780;Q127782;Q139877;Q127784;Q127786;Q127788;Q127790;Q127792;Q124583;Q139876;Q127780;Q127782;Q139877;Q127784;Q127786;Q127788;Q127790;Q127792;Q124583;Q139876;Q127780;Q127782,Q126373;Q126373,Q138606;Q138606,Q121778;Q121778,No,No
Q138914,,,Q121821;Q140128;Q121808;Q140411;Q121806;Q121811;Q121813;Q121815;Q121817;Q121819;Q121821;Q140128;Q121808;Q140411;Q121806;Q121811;Q121813;Q121815;Q121817;Q121819,Q127812;Q121800;Q121800;Q127812;Q121800;Q121800,Q139870;Q139870,Q119555;Q119555,No,No
Q139161,,,Q126259;Q125374;Q125372;Q125368;Q125370;Q126259;Q125374;Q125372;Q125368;Q125370,Q119874;Q140835;Q140835;Q119874;Q119874;Q140835;Q140835;Q119874,Q138139;Q138139,Q139160;Q139160,No,No
Q139163,,,Q125558;Q125562;Q125556;Q125560;Q125558;Q125562;Q125556;Q125560,Q116303;Q116303,Q140836;Q140836,,No,No
Q139168,,,Q123377;Q123381;Q139169;Q140841;Q118218;Q123377;Q123381;Q139169;Q140841;Q118218,Q123257;Q139248;Q139248;Q123257;Q139248;Q139248,Q139264;Q139264,Q138234;Q138234,No,No
Q139169,,,Q140843;Q140843,Q140842;Q140842,Q123257;Q123257,Q139168;Q139168,No,No
Q139170,,,Q140850;Q140849;Q140848;Q140847;Q140850;Q140849;Q140848;Q140847,Q139350;Q139350;Q139350;Q139350,Q138146;Q138146,Q139166;Q139166,No,No
Q139172,,,Q121672;Q121672,Q139351;Q127604;Q139351;Q127604,Q138146;Q138146,,No,No
Q139175,,,Q127998;Q140859;Q128002;Q127998;Q140859;Q128002,Q138147;Q138237;Q140858;Q140858;Q138147;Q138237;Q140858;Q140858,Q140856;Q140856,Q140857;Q140857,No,No
Q139176,,,Q121981;Q121981,Q140860;Q140860;Q140860;Q140860,Q138147;Q138147,Q138239;Q138239,No,No
Q139180,,,Q116102;Q140871;Q118142;Q118144;Q118146;Q118156;Q118148;Q118150;Q118152;Q118154;Q116102;Q140871;Q118142;Q118144;Q118146;Q118156;Q118148;Q118150;Q118152;Q118154,Q118138;Q118138,Q112803;Q112803,Q114213;Q114213,No,No
Q139184,,,Q112781;Q140883;Q112781;Q140883,Q111725;Q111725;Q111725;Q111725,Q112783;Q112783,Q140884;Q140884,No,No
Q139185,,,,,Q138191;Q138191,Q114680;Q114680,No,No
Q139188,,,Q120024;Q116275;Q120026;Q120024;Q116275;Q120026,,Q125530;Q125530,Q125532;Q125532,No,No
Q139189,,,Q120081;Q139256;Q120085;Q120087;Q140901;Q120081;Q139256;Q120085;Q120087;Q140901,Q120079;Q120079,Q138153;Q138153,Q120077;Q120077,No,No
Q139190,,,Q112482;Q112484;Q112482;Q112484,Q111595;Q111595;Q111595;Q111595,Q138302;Q138302,Q113962;Q113962,No,No
Q139191,,,Q116371;Q140904;Q116371;Q140904,Q116367;Q116367;Q116367;Q116367,Q138159;Q138159,Q113854;Q113854,No,No
Q139192,,,,Q113864;Q119958;Q113864;Q119958,Q119954;Q119954,,No,No
Q139193,,,,Q119960;Q119960,Q113864;Q113864,Q116214;Q116214,No,No
Q139194,,,Q116225;Q139195;Q119976;Q119974;Q116225;Q139195;Q119976;Q119974,Q113866;Q113866;Q113866;Q113866,,,No,No
Q139195,,,Q140906;Q119994;Q119990;Q119992;Q140906;Q119994;Q119990;Q119992,Q140905;Q119984;Q119986;Q140905;Q119984;Q119986,Q139194;Q139194,Q113866;Q113866,No,No
Q139196,,,Q139213;Q116345;Q116347;Q116351;Q116349;Q139213;Q116345;Q116347;Q116351;Q116349,Q114133;Q114133;Q114133;Q114133,Q112470;Q112470,Q113904;Q113904,No,No
Q139197,,,Q139198;Q113918;Q116315;Q139198;Q113918;Q116315,Q138159;Q116361;Q138159;Q116361,Q139201;Q139201,Q116355;Q116355,No,No
Q139198,,,Q140911;Q116377;Q116379;Q116375;Q140911;Q116377;Q116379;Q116375,Q116373;Q116373,Q138159;Q138159,Q139197;Q139197,No,No
Q139199,,,Q138198;Q111641;Q139231;Q112506;Q112602;Q112600;Q138198;Q111641;Q139231;Q112506;Q112602;Q112600,Q111605;Q111605;Q112598;Q112598;Q111605;Q111605;Q112598;Q112598,Q112590;Q112590,Q112592;Q112592,No,No
Q139200,,,Q113518;Q113818;Q113816;Q112437;Q113398;Q113820;Q113400;Q113822;Q114039;Q113518;Q113818;Q113816;Q112437;Q113398;Q113820;Q113400;Q113822;Q114039,Q138161;Q114037;Q114033;Q112234;Q114037;Q111605;Q114033;Q138161;Q114037;Q114033;Q112234;Q114037;Q111605;Q114033,Q113574;Q113574,Q112318;Q112318,No,No
Q139201,,,Q116359;Q138162;Q139197;Q116359;Q138162;Q139197,Q116355;Q116355;Q116355;Q116355,Q138313;Q138313,Q138321;Q138321,No,No
Q139202,,,Q116789;Q114253;Q139203;Q114255;Q116789;Q114253;Q139203;Q114255,Q138163;Q138163;Q138163;Q138163,Q140912;Q140912,Q113924;Q113924,No,No
Q139203,,,Q138215;Q112632;Q114249;Q139312;Q114267;Q112634;Q139313;Q138215;Q112632;Q114249;Q139312;Q114267;Q112634;Q139313,Q139311;Q140913;Q140914;Q140914;Q139311;Q140913;Q140914;Q140914,Q139202;Q139202,Q138163;Q138163,No,No
Q139204,,,Q139206;Q120091;Q139205;Q120095;Q139206;Q120091;Q139205;Q120095,Q138165;Q138165;Q138165;Q138165,Q139256;Q139256,Q139208;Q139208,No,No
Q139205,,,Q140918;Q140917;Q140918;Q140917,Q140916;Q140916;Q140916;Q140916,Q139204;Q139204,Q138165;Q138165,No,No
Q139206,,,Q140920;Q114457;Q139238;Q140920;Q114457;Q139238,Q140919;Q140919;Q140919;Q140919,Q139204;Q139204,Q138165;Q138165,No,No
Q139207,,,Q120372;Q120372,Q125895;Q125895,Q120360;Q120360,Q120362;Q120362,No,No
Q139208,,,Q113985;Q139204;Q113985;Q139204,Q139256;Q139256,Q120360;Q120360,Q120414;Q120414,No,No
Q139209,,,Q120334;Q139210;Q120332;Q120690;Q120334;Q139210;Q120332;Q120690,Q138167;Q138167;Q138167;Q138167,Q116755;Q116755,Q114107;Q114107,No,No
Q139210,,,Q139268;Q140919;Q139268;Q140919,Q114006;Q140921;Q114006;Q140921;Q114006;Q140921;Q114006;Q140921,Q139209;Q139209,Q138167;Q138167,No,No
Q139211,,,Q120410;Q120410,Q138235;Q114457;Q138235;Q114457,Q116511;Q116511,Q117606;Q117606,No,No
Q139212,,,Q114459;Q117620;Q112674;Q114459;Q117620;Q112674,Q117618;Q114457;Q117618;Q114457,Q116511;Q116511,Q117606;Q117606,No,No
Q139213,,,,Q116515;Q116515,Q139196;Q139196,Q114133;Q114133,No,No
Q139214,,,Q139215;Q120338;Q120340;Q138269;Q139215;Q120338;Q120340;Q138269,Q138168;Q114201;Q114201;Q138168;Q114201;Q114201,Q139219;Q139219,Q113990;Q113990,No,No
Q139215,,,Q139263;Q139264;Q139262;Q139263;Q139264;Q139262,Q138196;Q138196,Q139214;Q139214,Q138168;Q138168,No,No
Q139216,,,Q116737;Q120654;Q116737;Q120654,Q114099;Q120652;Q114099;Q120652,,,No,No
Q139217,,,Q120476;Q140924;Q120476;Q140924,Q120658;Q120658,Q138304;Q138304,Q138558;Q138558,No,No
Q139218,,,Q120354;Q120350;Q120342;Q120344;Q120352;Q120356;Q140926;Q140927;Q139219;Q120354;Q120350;Q120342;Q120344;Q120352;Q120356;Q140926;Q140927;Q139219,Q138174;Q116527;Q138174;Q138174;Q116527;Q138174,Q140902;Q140902,Q140925;Q140925,No,No
Q139219,,,Q116591;Q139214;Q116591;Q139214,Q113990;Q113990,Q138174;Q138174,Q139218;Q139218,No,No
Q139220,,,Q120682;Q120678;Q120680;Q120684;Q120682;Q120678;Q120680;Q120684,Q120674;Q120676;Q120674;Q120676,Q116747;Q116747,Q114105;Q114105,No,No
Q139221,,,Q120694;Q120694,Q120692;Q120692,Q116763;Q116763,Q114109;Q114109,No,No
Q139222,,,Q112486;Q138175;Q112498;Q112486;Q138175;Q112498,Q113982;Q113982;Q113982;Q113982,Q116565;Q116565,Q138322;Q138322,No,No
Q139223,,,,,Q138176;Q138176,,No,No
Q139224,,,Q139225;Q139226;Q114016;Q139230;Q139225;Q139226;Q114016;Q139230,Q138177;Q112498;Q138177;Q112532;Q138177;Q112498;Q138177;Q112532,Q113574;Q113574,Q112318;Q112318,No,No
Q139225,,,Q111643;Q112622;Q111643;Q112622,Q112618;Q114233;Q112618;Q114233,Q139224;Q139224,Q138177;Q138177,No,No
Q139226,,,Q124080;Q124080,Q140929;Q118987;Q140929;Q118987,Q139224;Q139224,Q138177;Q138177,No,No
Q139227,,,Q114090;Q116725;Q116727;Q114090;Q116725;Q116727,Q112532;Q115680;Q112532;Q120636;Q112532;Q115680;Q112532;Q120636,Q116721;Q116721,Q116723;Q116723,No,No
Q139228,,,Q114145;Q114143;Q139229;Q114147;Q114145;Q114143;Q139229;Q114147,Q138178;Q138178;Q138178;Q138178,Q140930;Q140930,Q113400;Q113400,No,No
Q139229,,,Q140931;Q116811;Q116807;Q116809;Q116813;Q140931;Q116811;Q116807;Q116809;Q116813,Q116801;Q116803;Q116803;Q116801;Q116803;Q116803,Q138178;Q138178,Q139228;Q139228,No,No
Q139230,,,Q138179;Q138183;Q138179;Q138183;Q118987;Q118987,Q116635;Q116635;Q140929;Q116635;Q140929;Q116635;Q140929;Q140929,Q139224;Q139224,Q112532;Q112532,No,No
Q139231,,,Q139233;Q112607;Q139232;Q112611;Q139233;Q112607;Q139232;Q112611,Q112604;Q112604;Q112604;Q112604,Q111605;Q111605,Q139199;Q139199,No,No
Q139232,,,Q140868;Q113772;Q140869;Q114213;Q140867;Q112424;Q114217;Q114221;Q114219;Q140870;Q113776;Q140868;Q113772;Q140869;Q114213;Q140867;Q112424;Q114217;Q114221;Q114219;Q140870;Q113776,Q113646;Q113646;Q113646;Q113646,Q139231;Q139231,Q112604;Q112604,No,No
Q139233,,,Q114227;Q139246;Q114227;Q139246,Q138188;Q138188;Q138188;Q138188,Q139231;Q139231,Q112604;Q112604,No,No
Q139234,,,Q139870;Q140937;Q140940;Q140936;Q140938;Q115962;Q115956;Q115960;Q115968;Q115970;Q140939;Q139870;Q140937;Q140940;Q140936;Q140938;Q115962;Q115956;Q115960;Q115968;Q115970;Q140939,Q139262;Q139262,Q138181;Q138181,Q140933;Q140933,No,No
Q139235,,,Q140941;Q119517;Q119513;Q119515;Q140941;Q119517;Q119513;Q119515,Q140920;Q116827;Q119509;Q119509;Q116827;Q140920;Q116827;Q119509;Q119509;Q116827,Q138181;Q138181,Q140933;Q140933,No,No
Q139236,,,Q140943;Q140943,Q116417;Q116417,Q120201;Q120201,,No,No
Q139237,,,Q119766;Q139243;Q114629;Q119766;Q139243;Q114629,Q138189;Q138189,Q116421;Q116421,Q119850;Q119850,No,No
Q139238,,,Q121203;Q121201;Q140885;Q140946;Q121205;Q121203;Q121201;Q140885;Q140946;Q121205,Q114299;Q140945;Q140945;Q126898;Q114299;Q140945;Q140945;Q126898,Q140919;Q140919,Q139206;Q139206,No,No
Q139239,,,Q140948;Q140948,Q140947;Q140947;Q140947;Q140947,Q117105;Q117105,Q114299;Q114299,No,No
Q139240,,,,,Q138184;Q138184,,No,No
Q139241,,,Q140950;Q140950,Q125767;Q125767,Q138184;Q138184,Q125763;Q125763,No,No
Q139242,,,Q117315;Q119858;Q119860;Q117315;Q119858;Q119860,Q116154;Q116154;Q116154;Q116154,,,No,No
Q139243,,,,Q116154;Q112446;Q116154;Q112446,Q138189;Q138189,Q139237;Q139237,No,No
Q139244,,,Q120914;Q120628;Q120914;Q120628,Q116935;Q116935;Q116935;Q116935,Q138187;Q138187,Q120285;Q120285,No,No
Q139245,,,Q116925;Q114739;Q139247;Q114737;Q139248;Q116921;Q116923;Q112815;Q116925;Q114739;Q139247;Q114737;Q139248;Q116921;Q116923;Q112815,Q138188;Q138188,Q140954;Q140954,Q118202;Q118202,No,No
Q139246,,,Q140958;Q140958,Q139368;Q139368,Q138188;Q138188,Q139233;Q139233,No,No
Q139247,,,,,Q138188;Q138188,Q139245;Q139245,No,No
Q139248,,,Q140841;Q118218;Q118216;Q140841;Q118218;Q118216,Q139168;Q139168;Q139168;Q139168,Q138188;Q138188,Q139245;Q139245,No,No
Q139249,,,Q119768;Q116098;Q139252;Q116094;Q116088;Q118267;Q119768;Q116098;Q139252;Q116094;Q116088;Q118267,Q138189;Q140885;Q138189;Q140885,Q119770;Q119770,,No,No
Q139250,,,,,Q138189;Q138189,Q117315;Q117315,No,No
Q139251,,,Q119786;Q140963;Q119786;Q140963,Q117383;Q117383;Q117383;Q117383,Q138189;Q138189,Q117315;Q117315,No,No
Q139252,,,Q140965;Q140964;Q113808;Q113806;Q113810;Q140966;Q116108;Q140965;Q140964;Q113808;Q113806;Q113810;Q140966;Q116108,Q112430;Q116102;Q116104;Q116104;Q112430;Q116102;Q116104;Q116104,Q138189;Q138189,Q139249;Q139249,No,No
Q139253,,,,,Q138189;Q138189,,No,No
Q139254,,,Q125829;Q125831;Q125833;Q124529;Q140968;Q125827;Q125835;Q124527;Q125829;Q125831;Q125833;Q124529;Q140968;Q125827;Q125835;Q124527,Q124525;Q124525,Q138190;Q138190,Q120314;Q120314,No,No
Q139255,,,Q120458;Q120454;Q140976;Q120456;Q120418;Q120420;Q120458;Q120454;Q140976;Q120456;Q120418;Q120420,Q138191;Q139263;Q116581;Q116581;Q138191;Q139263;Q116581;Q116581,Q125963;Q125963,,No,No
Q139256,,,Q113985;Q139204;Q113985;Q139204,Q139208;Q139208,Q139189;Q139189,Q120079;Q120079,No,No
Q139257,,,Q116585;Q116585,Q138193;Q138193,Q115868;Q115868,,No,No
Q139258,,,Q139260;Q114026;Q114024;Q139259;Q113990;Q116643;Q139260;Q114026;Q114024;Q139259;Q113990;Q116643,Q114022;Q114022;Q114022;Q114022,Q116637;Q116637,Q116639;Q116639,No,No
Q139259,,,Q111605;Q111605,Q111603;Q111603;Q114031;Q111603;Q111603;Q114031,Q139258;Q139258,Q114022;Q114022,No,No
Q139260,,,,Q140978;Q140978,Q139258;Q139258,Q114022;Q114022,No,No
Q139261,,,Q140979;Q120436;Q140979;Q120436,Q120432;Q120432;Q120432;Q120432,Q114187;Q114187,Q113992;Q113992,No,No
Q139262,,,Q139870;Q140937;Q140940;Q140936;Q140938;Q115962;Q115956;Q115960;Q115968;Q115970;Q139870;Q140937;Q140940;Q140936;Q140938;Q115962;Q115956;Q115960;Q115968;Q115970,Q139234;Q139234,Q139215;Q139215,Q138196;Q138196,No,No
Q139263,,,Q120458;Q120454;Q140976;Q120456;Q120458;Q120454;Q140976;Q120456,Q139255;Q139255,Q139215;Q139215,Q138196;Q138196,No,No
Q139264,,,Q120464;Q120462;Q139338;Q139168;Q120468;Q120466;Q120464;Q120462;Q139338;Q139168;Q120468;Q120466,Q138234;Q138234;Q138234;Q138234,Q139215;Q139215,Q138196;Q138196,No,No
Q139265,,,Q111673;Q111667;Q139271;Q111673;Q111667;Q139271,Q110996;Q110996,Q138197;Q138197,Q112620;Q112620,No,No
Q139266,,,Q140984;Q140984,Q140983;Q113768;Q140983;Q113768,Q138197;Q138197,Q112620;Q112620,No,No
Q139267,,,Q112807;Q112801;Q140866;Q112803;Q112805;Q140865;Q112807;Q112801;Q140866;Q112803;Q112805;Q140865,Q111733;Q111733,Q138197;Q138197,Q114530;Q114530,No,No
Q139268,,,Q140986;Q120484;Q119509;Q116885;Q140986;Q120484;Q119509;Q116885,Q140942;Q140942,Q114006;Q114006,Q139210;Q139210,No,No
Q139269,,,Q140994;Q140993;Q140967;Q140994;Q140993;Q140967,Q112646;Q140992;Q140992;Q112646;Q140992;Q140992,Q138215;Q138215,Q138199;Q138199,No,No
Q139270,,,Q112682;Q112678;Q112680;Q112689;Q112683;Q112685;Q112687;Q112682;Q112678;Q112680;Q112689;Q112683;Q112685;Q112687,Q112674;Q112676;Q112674;Q112676;Q112674;Q112676;Q112674;Q112676,Q110994;Q110994,Q111657;Q111657,No,No
Q139271,,,Q112709;Q112715;Q140998;Q112713;Q112709;Q112715;Q140998;Q112713,Q140997;Q112707;Q112707;Q140997;Q112707;Q112707,Q110996;Q110996,Q139265;Q139265,No,No
Q139272,,,Q111683;Q111681;Q139273;Q111683;Q111681;Q139273,Q138200;Q138200,Q141000;Q141000,Q112721;Q112721,No,No
Q139273,,,Q141001;Q112725;Q141001;Q112725,Q112723;Q114610;Q112723;Q114610,Q139272;Q139272,Q138200;Q138200,No,No
Q139274,,,Q114086;Q114086,Q112524;Q112524;Q112524;Q112524,Q114084;Q114084,,No,No
Q139309,,,Q117147;Q121275;Q126886;Q126885;Q126881;Q126888;Q117147;Q121275;Q126886;Q126885;Q126881;Q126888,Q138214;Q138214,,,No,No
Q139310,,,Q126883;Q140037;Q140034;Q140035;Q140036;Q126883;Q140037;Q140034;Q140035;Q140036,Q138214;Q138697;Q138697;Q138214;Q138697;Q138697,Q141040;Q141040,Q139305;Q139305,No,No
Q139311,,,Q138215;Q112632;Q114249;Q138215;Q112632;Q114249;Q125955;Q125955,Q139203;Q139203,Q114245;Q114245,Q114247;Q114247,No,No
Q139312,,,Q140980;Q139377;Q114271;Q114279;Q114273;Q140980;Q139377;Q114271;Q114279;Q114273,Q114269;Q114269;Q114269;Q114269,Q140913;Q140913,Q139203;Q139203,No,No
Q139313,,,Q114285;Q114285,Q141043;Q141043;Q141043;Q141043,Q140914;Q140914,Q139203;Q139203,No,No
Q139314,,,Q121855;Q138216;Q121855;Q138216,,Q141044;Q141044,,No,No
Q139315,,,Q121019;Q128235;Q117532;Q122169;Q128237;Q121019;Q128235;Q117532;Q122169;Q128237,Q122167;Q140918;Q140918;Q122167;Q122167;Q140918;Q140918;Q122167,Q127533;Q127533;Q127533,Q127535;Q127535;Q127535,No,No
Q139317,,,Q141058;Q141056;Q138220;Q141058;Q141056;Q138220,,Q141055;Q141055,,No,No
Q139318,,,Q120159;Q117053;Q120157;Q120151;Q120153;Q120155;Q120159;Q117053;Q120157;Q120151;Q120153;Q120155,Q116379;Q116379,Q125657;Q125657,Q125659;Q125659,No,No
Q139319,,,,,Q138221;Q138221,Q114373;Q114373,No,No
Q139320,,,Q139322;Q117373;Q117375;Q138236;Q121863;Q139321;Q139322;Q117373;Q117375;Q138236;Q121863;Q139321,Q138222;Q138222,Q117353;Q117353,Q121861;Q121861,No,No
Q139321,,,Q117385;Q117383;Q117385;Q117383,Q141062;Q117381;Q117381;Q141062;Q117381;Q117381,Q139320;Q139320,Q138222;Q138222,No,No
Q139322,,,Q141064;Q141064,Q141063;Q141063,Q139320;Q139320,Q138222;Q138222,No,No
Q139323,,,Q139360;Q139359;Q121103;Q139358;Q121107;Q121111;Q121105;Q121115;Q139360;Q139359;Q121103;Q139358;Q121107;Q121111;Q121105;Q121115,Q138246;Q138246;Q138246;Q138246,Q138325;Q138325,Q114281;Q114281,No,No
Q139327,,,Q126759;Q126761;Q138246;Q141038;Q126759;Q126761;Q138246;Q141038,Q126757;Q126757,Q139326;Q139326,Q138224;Q138224,No,No
Q139335,,,Q125867;Q125869;Q125871;Q125873;Q125867;Q125869;Q125871;Q125873,Q120332;Q120332;Q120332;Q120332,Q120668;Q120668,,No,No
Q139336,,,Q125614;Q125616;Q138233;Q121867;Q121006;Q125614;Q125616;Q138233;Q121867;Q121006,Q120117;Q120117;Q120117;Q120117,Q119872;Q119872,Q122313;Q122313,No,No
Q139337,,,Q139369;Q139368;Q139369;Q139368,Q138255;Q138255,Q125869;Q125869,Q138234;Q138234,No,No
Q139338,,,Q141086;Q116905;Q141086;Q116905,Q140867;Q140867;Q140867;Q140867,Q139264;Q139264,Q138234;Q138234,No,No
Q139339,,,Q117652;Q117650;Q122359;Q119418;Q139340;Q117652;Q117650;Q122359;Q119418;Q139340,Q138235;Q138235;Q138235;Q138235,Q120099;Q120099,Q120522;Q120522,No,No
Q139340,,,Q141090;Q117656;Q114477;Q114471;Q117660;Q117658;Q141090;Q117656;Q114477;Q114471;Q117660;Q117658,Q112680;Q117654;Q112680;Q117654;Q112680;Q117654;Q112680;Q117654,Q139339;Q139339,Q138235;Q138235,No,No
Q139341,,,Q117584;Q139342;Q117463;Q121400;Q139343;Q122237;Q121402;Q117584;Q139342;Q117463;Q121400;Q139343;Q122237;Q121402,Q121396;Q121396;Q121396;Q121396,Q120824;Q120824,Q138269;Q138269,No,No
Q139342,,,Q117201;Q141098;Q117201;Q141098,Q141097;Q141097;Q141097;Q141097,Q139341;Q139341,Q121396;Q121396,No,No
Q139343,,,Q122289;Q122291;Q122289;Q122291,Q117588;Q117588;Q117588;Q117588,Q139341;Q139341,Q121396;Q121396,No,No
Q139344,,,Q127483;Q121684;Q127606;Q121674;Q127614;Q141100;Q122021;Q127616;Q127610;Q127612;Q127483;Q121684;Q127606;Q121674;Q127614;Q141100;Q122021;Q127616;Q127610;Q127612,Q121740;Q121740;Q121740;Q121740,Q120952;Q120952,Q121897;Q121897,No,No
Q139349,,,Q141106;Q141105;Q121300;Q117475;Q121306;Q139350;Q121285;Q121288;Q139351;Q121298;Q121290;Q121296;Q121302;Q121304;Q141106;Q141105;Q121300;Q117475;Q121306;Q139350;Q121285;Q121288;Q139351;Q121298;Q121290;Q121296;Q121302;Q121304,Q121277;Q121279;Q121277;Q121277;Q121279;Q121277,Q138257;Q138257,Q117147;Q117147,No,No
Q139350,,,Q140850;Q140849;Q140848;Q140847;Q140850;Q140849;Q140848;Q140847,Q139170;Q139170;Q139170;Q139170,Q139349;Q139349,Q121277;Q121277,No,No
Q139351,,,Q139382;Q139382,Q138263;Q139172;Q138263;Q138263;Q139172;Q138263,Q139349;Q139349,Q121277;Q121277,No,No
Q139358,,,,,Q138246;Q138246,Q139323;Q139323,No,No
Q139359,,,Q139872;Q139874;Q119585;Q139872;Q139874;Q119585,Q139870;Q139870,Q138246;Q138246,Q139323;Q139323,No,No
Q139360,,,Q141135;Q126781;Q126777;Q126779;Q141135;Q126781;Q126777;Q126779,Q141134;Q141134,Q138246;Q138246,Q139323;Q139323,No,No
Q139361,,,Q141141;Q141146;Q141142;Q141143;Q141144;Q141145;Q141141;Q141146;Q141142;Q141143;Q141144;Q141145,Q141139;Q141140;Q141139;Q141140,Q121746;Q121746;Q121746,Q127706;Q127706;Q127706,No,No
Q139363,,,Q138248;Q121927;Q139364;Q138248;Q121927;Q139364,Q121923;Q141066;Q121923;Q141066,Q141149;Q141149,Q141150;Q141150,No,No
Q139364,,,,,Q139363;Q139363,,No,No
Q139365,,,Q138253;Q114373;Q138254;Q138253;Q114373;Q138254,Q138248;Q138248,Q141151;Q141151,Q121945;Q121945,No,No
Q139366,,,Q138249;Q138249,,,,No,No
Q139367,,,Q141154;Q141154,Q127978;Q127978,Q138252;Q138252,,No,No
Q139368,,,Q140958;Q140958,Q139246;Q116807;Q139246;Q116807,Q138255;Q138255,Q139337;Q139337,No,No
