"Score","ID 1","Name 1","Birth date 1","Death date 1","Relatives 1","ID 2","Name 2","Birth date 2","Death date 2","Relatives 2"
"40%","4587","Hittite Ancestors Generation 12","","","Father: Hittite Ancestors Generation 13
Children: Hittite Ancestors Generation 11","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4588","Hittite Ancestors Generation 13","","","Father: Hittite Ancestors Generation 14
Children: Hittite Ancestors Generation 12","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4589","Hittite Ancestors Generation 14","","","Father: Hittite Ancestors Generation 15
Children: Hittite Ancestors Generation 13","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4590","Hittite Ancestors Generation 15","","","Father: Hittite Ancestors Generation 16
Children: Hittite Ancestors Generation 14","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4592","Hittite Ancestors Generation 16","","","Father: Hittite Ancestors Generation 17
Children: Hittite Ancestors Generation 15","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4593","Hittite Ancestors Generation 17","","","Father: Hittite Ancestors Generation 18
Children: Hittite Ancestors Generation 16","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4594","Hittite Ancestors Generation 18","","","Father: Hittite Ancestors Generation 19
Children: Hittite Ancestors Generation 17","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4595","Hittite Ancestors Generation 19","","","Father: Hittite Ancestors Generation 20
Children: Hittite Ancestors Generation 18","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4596","Hittite Ancestors Generation 20","","","Father: Hittite Ancestors Generation 21
Children: Hittite Ancestors Generation 19","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4597","Hittite Ancestors Generation 21","","","Father: Hittite Ancestors Generation 22
Children: Hittite Ancestors Generation 20","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4599","Hittite Ancestors Generation 22","","","Father: Hittite Ancestors Generation 23
Children: Hittite Ancestors Generation 21","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4600","Hittite Ancestors Generation 23","","","Father: Hittite Ancestors Generation 24
Children: Hittite Ancestors Generation 22","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4601","Hittite Ancestors Generation 24","","","Father: Hittite Ancestors Generation 25
Children: Hittite Ancestors Generation 23","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4603","Hittite Ancestors Generation 25","","","Father: Hittite Ancestors Generation 26
Children: Hittite Ancestors Generation 24","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4604","Hittite Ancestors Generation 26","","","Father: Hittite Ancestors Generation 27
Children: Hittite Ancestors Generation 25","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4607","Hittite Ancestors Generation 29","","","Father: Hittite Ancestors Generation 30
Children: Hittite Ancestors Generation 28","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4608","Hittite Ancestors Generation 30","","","Father: Hittite Ancestors Generation 31
Children: Hittite Ancestors Generation 29","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4609","Hittite Ancestors Generation 31","","","Father: Hittite Ancestors Generation 32
Children: Hittite Ancestors Generation 30","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4611","Hittite Ancestors Generation 32","","","Father: Hittite Ancestors Generation 33
Children: Hittite Ancestors Generation 31","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4612","Hittite Ancestors Generation 33","","","Father: Hittite Ancestors Generation 34
Children: Hittite Ancestors Generation 32","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4614","Hittite Ancestors Generation 34","","","Father: Hittite Ancestors Generation 35
Children: Hittite Ancestors Generation 33","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4615","Hittite Ancestors Generation 35","","","Father: Hittite Ancestors Generation 36
Children: Hittite Ancestors Generation 34","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4616","Hittite Ancestors Generation 36","","","Father: Hittite Ancestors Generation 37
Children: Hittite Ancestors Generation 35","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4617","Hittite Ancestors Generation 37","","","Father: Hittite Ancestors Generation 38
Children: Hittite Ancestors Generation 36","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4618","Hittite Ancestors Generation 38","","","Father: Hittite Ancestors Generation 39
Children: Hittite Ancestors Generation 37","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4619","Hittite Ancestors Generation 39","","","Father: Hittite Ancestors Generation 40
Children: Hittite Ancestors Generation 38","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4620","Hittite Ancestors Generation 40","","","Father: Hittite Ancestors Generation 41
Children: Hittite Ancestors Generation 39","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4621","Hittite Ancestors Generation 41","","","Father: Hittite Ancestors Generation 42
Children: Hittite Ancestors Generation 40","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4623","Hittite Ancestors Generation 42","","","Father: Hittite Ancestors Generation 43
Children: Hittite Ancestors Generation 41","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4625","Hittite Ancestors Generation 43","","","Father: Hittite Ancestors Generation 44
Children: Hittite Ancestors Generation 42","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4626","Hittite Ancestors Generation 44","","","Father: Hittite Ancestors Generation 45
Children: Hittite Ancestors Generation 43","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46"
"40%","4629","Hittite Ancestors Generation 47","","","Father: Horus parallel among Hittite Ancestors Generation 48
Children: Hittite Ancestors Generation 46","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
"40%","10301","Tudhaliya Placeholder surname","","","Father: Hattusili Placeholder surname
Siblings: Yuri Nappatellas Placeholder surname, Gussuliyawiya, Hittite Princess, Nerikkaili Placeholder surname, Maathorneferure Placeholder surname, Queen of Egypt
Children: Arnuwanda Placeholder surname, Suppiluliuma Placeholder surname","10344","Tudhaliya Placeholder surname","About 1495","About 1430","Mother: Princess of the Hittite Empire
Children: Ašmu-nikal Placeholder surname, Arnuwanda I Placeholder surname, King of Hittites, Tudkhaliash (Tudhaliyas) II of KHATTI (1495-1430bc)"
"40%","10340","Tudhaliya Placeholder surname","","","Father: Tudhaliya II Arnuwanda, King of the Hittites
Siblings: Hattushili Placeholder surname","10344","Tudhaliya Placeholder surname","About 1495","About 1430","Mother: Princess of the Hittite Empire
Children: Ašmu-nikal Placeholder surname, Arnuwanda I Placeholder surname, King of Hittites, Tudkhaliash (Tudhaliyas) II of KHATTI (1495-1430bc)"
"40%","11090","4 Haplogroup G","","","Father: 3 Haplogroup G
Children: George Gobekli","11105","4 Haplogroup J1","","","Father: Generation 3 Haplogroup J1
Children: 5 Haplogroup J1"
"39%","11122","Gen 1 Haplogroup G2","3290 B.C.","3230 B.C.","Father: Gen 2 Haplogroup G2
Children: Ötzi The Iceman","11125","Gen 4 Haplogroup G2","3380 B.C.","Deceased","Father: Gen 5 Haplogroup G2
Children: Gen 3 Haplogroup G2"
"39%","11122","Gen 1 Haplogroup G2","3290 B.C.","3230 B.C.","Father: Gen 2 Haplogroup G2
Children: Ötzi The Iceman","11126","Gen 5 Haplogroup G2","","","Father: Gen 6 Haplogroup G2
Children: Gen 4 Haplogroup G2"
"39%","11122","Gen 1 Haplogroup G2","3290 B.C.","3230 B.C.","Father: Gen 2 Haplogroup G2
Children: Ötzi The Iceman","11127","Gen 6 Haplogroup G2","3440 B.C.","","Father: Gen 7 Haplogroup G2
Children: Gen 5 Haplogroup G2"
"39%","11122","Gen 1 Haplogroup G2","3290 B.C.","3230 B.C.","Father: Gen 2 Haplogroup G2
Children: Ötzi The Iceman","11129","Gen 7 Haplogroup G2","3470 B.C.","","Father: Gen 8 Haplogroup G2
Children: Gen 6 Haplogroup G2"
"39%","11122","Gen 1 Haplogroup G2","3290 B.C.","3230 B.C.","Father: Gen 2 Haplogroup G2
Children: Ötzi The Iceman","11131","Gen 8 Haplogroup G2","3500 B.C.","3440 B.C.","Father: Udul-kalama (Gen 9) Haplogroup G2
Children: Gen 7 Haplogroup G2"
"39%","11122","Gen 1 Haplogroup G2","3290 B.C.","3230 B.C.","Father: Gen 2 Haplogroup G2
Children: Ötzi The Iceman","11132","Udul-kalama (Gen 9) Haplogroup G2","3530 B.C.","3470 B.C.","Father: Gen 10 Haplogroup G2
Children: Gen 8 Haplogroup G2"
"39%","11123","Gen 2 Haplogroup G2","","","Father: Gen 3 Haplogroup G2
Children: Gen 1 Haplogroup G2","11126","Gen 5 Haplogroup G2","","","Father: Gen 6 Haplogroup G2
Children: Gen 4 Haplogroup G2"
"39%","11123","Gen 2 Haplogroup G2","","","Father: Gen 3 Haplogroup G2
Children: Gen 1 Haplogroup G2","11127","Gen 6 Haplogroup G2","3440 B.C.","","Father: Gen 7 Haplogroup G2
Children: Gen 5 Haplogroup G2"
"39%","11123","Gen 2 Haplogroup G2","","","Father: Gen 3 Haplogroup G2
Children: Gen 1 Haplogroup G2","11129","Gen 7 Haplogroup G2","3470 B.C.","","Father: Gen 8 Haplogroup G2
Children: Gen 6 Haplogroup G2"
"39%","11123","Gen 2 Haplogroup G2","","","Father: Gen 3 Haplogroup G2
Children: Gen 1 Haplogroup G2","11131","Gen 8 Haplogroup G2","3500 B.C.","3440 B.C.","Father: Udul-kalama (Gen 9) Haplogroup G2
Children: Gen 7 Haplogroup G2"
"39%","11123","Gen 2 Haplogroup G2","","","Father: Gen 3 Haplogroup G2
Children: Gen 1 Haplogroup G2","11132","Udul-kalama (Gen 9) Haplogroup G2","3530 B.C.","3470 B.C.","Father: Gen 10 Haplogroup G2
Children: Gen 8 Haplogroup G2"
"39%","11123","Gen 2 Haplogroup G2","","","Father: Gen 3 Haplogroup G2
Children: Gen 1 Haplogroup G2","11133","Gen 10 Haplogroup G2","","","Father: Gen 11 Haplogroup G2
Children: Udul-kalama (Gen 9) Haplogroup G2"
"39%","11123","Gen 2 Haplogroup G2","","","Father: Gen 3 Haplogroup G2
Children: Gen 1 Haplogroup G2","11134","Gen 11 Haplogroup G2","","","Father: Gen 12 Haplogroup G2
Children: Gen 10 Haplogroup G2"
